Date-time,px (m),py (m),pz (m),vx (m/s),vy (m/s),vz (m/s)
Sunday January 12 2025 03:02:14,-56810142552.43232,143837184825.73752,-239456622.9194785,-31869.676069024885,619.8747511771055,-390.2227088774771
Sunday January 12 2025 03:20:16,-56847273774.76908,143837903569.63608,-239911279.8512428,-31867.352602253366,613.8743051014865,-390.21165451053895
Sunday January 12 2025 03:39:11,-56881764413.41099,143838564983.98428,-240333622.05121887,-31865.193403474655,608.3016269213014,-390.20137135886756
Sunday January 12 2025 03:58:19,-56917930337.59209,143839252094.782,-240776497.11424944,-31862.928329697424,602.4593541737568,-390.1905733085207
Sunday January 12 2025 04:16:05,-56954494930.68107,143839940088.59314,-241224273.67985442,-31860.63724903731,596.55380657703,-390.17964018177156
Sunday January 12 2025 04:32:50,-56988459425.99335,143840573132.37646,-241640226.58619657,-31858.5081516142,591.069215304024,-390.16947005759164
Sunday January 12 2025 04:48:43,-57020498786.12482,143841164974.3961,-242032618.48436546,-31856.49890817797,585.8963905984818,-390.159863632933
Sunday January 12 2025 05:05:45,-57050851304.42998,143841720892.31808,-242404365.23837593,-31854.594710969082,580.9967119890341,-390.1507515618584
Sunday January 12 2025 05:24:25,-57083395895.4113,143842311809.50415,-242802974.75312895,-31852.552193763633,575.7440429075372,-390.14096907743425
Sunday January 12 2025 05:42:02,-57119075308.57499,143842953522.92047,-243239997.77970362,-31850.311984680346,569.9864465393719,-390.13022964141373
Sunday January 12 2025 06:01:20,-57152732450.98601,143843552994.63684,-243652267.95753837,-31848.19783910236,564.5561721705952,-390.1200848506502
Sunday January 12 2025 06:18:20,-57189631493.52264,143844203659.89868,-244104267.66741952,-31845.879042393193,558.603948285679,-390.1089472263238
Sunday January 12 2025 06:34:07,-57222108083.22887,143844770674.31424,-244502110.5080047,-31843.837282825727,553.3660682178705,-390.0991309169852
Sunday January 12 2025 06:50:56,-57252239681.18424,143845292002.5751,-244871240.7249192,-31841.942215619347,548.5071904603977,-390.09001204983855
Sunday January 12 2025 07:06:53,-57284390790.797134,143845843235.8607,-245265125.8855217,-31839.919356235616,543.3235028489892,-390.0802699638202
Sunday January 12 2025 07:26:58,-57314849161.464615,143846360651.3392,-245638287.20838442,-31838.00225772609,538.413540125079,-390.071029326507
Sunday January 12 2025 07:48:30,-57353206728.00365,143847005617.66006,-246108245.0723978,-31835.586945060088,532.2313241382208,-390.0593763178882
Sunday January 12 2025 08:11:10,-57394334612.08228,143847688945.4891,-246612168.9471943,-31832.99591971484,525.603988982434,-390.0468620437381
Sunday January 12 2025 08:34:05,-57437635256.22,143848399180.9308,-247142741.65114254,-31830.266592116608,518.6280812184061,-390.03366468827767
Sunday January 12 2025 09:02:58,-57481412572.23645,143849107650.53186,-247679183.12062374,-31827.50573888257,511.57699074666294,-390.02029916125554
Sunday January 12 2025 09:28:41,-57536547016.485535,143849986207.65613,-248354833.39279246,-31824.026522553544,502.6989434972428,-390.0034334910755
Sunday January 12 2025 10:01:04,-57585646801.69711,143850755737.72787,-248956568.94497257,-31820.926133703182,494.79479178665326,-389.9883831251729
Sunday January 12 2025 10:29:30,-57647483732.385666,143851707650.2044,-249714453.17231557,-31817.0188031104,484.84309393373826,-389.9693873591058
Sunday January 12 2025 10:54:27,-57701757448.41392,143852527295.5735,-250379687.58673555,-31813.586932996528,476.1112393846344,-389.9526771806033
Sunday January 12 2025 11:18:08,-57749393667.75452,143853234499.76364,-250963601.66347602,-31810.57288969552,468.44931119990605,-389.93798152331294
Sunday January 12 2025 11:40:44,-57794585378.91588,143853894870.0786,-251517582.30379552,-31807.71189215279,461.18233431599776,-389.9240148743544
Sunday January 12 2025 12:04:58,-57837719647.386925,143854515601.45923,-252046369.83820403,-31804.979673594193,454.24780866818116,-389.91066128417583
Sunday January 12 2025 12:24:34,-57883967840.04218,143855170756.73114,-252613361.6389995,-31802.04861413921,446.81441372018594,-389.89631895047756
Sunday January 12 2025 12:44:23,-57921365731.37708,143855692677.75513,-253071873.81835586,-31799.6772490434,440.8048324413638,-389.8847025364896
Sunday January 12 2025 13:03:12,-57959174098.90901,143856213183.02393,-253535439.45857152,-31797.27875770701,434.73048964845566,-389.87294162498216
Sunday January 12 2025 13:19:53,-57995043786.06033,143856700358.6902,-253975254.47519696,-31795.002232148207,428.9687322054146,-389.8617679796572
Sunday January 12 2025 13:37:42,-58026890403.82359,143857127475.8237,-254365756.58164945,-31792.980204583087,423.8541106640155,-389.85183466496755
Sunday January 12 2025 13:54:20,-58060870703.75666,143857577589.88678,-254782438.23809916,-31790.82184073934,418.3977589966287,-389.84122247353326
Sunday January 12 2025 14:12:27,-58092589015.14417,143857992506.07193,-255171397.6690568,-31788.806350342238,413.3055021010837,-389.83130427041044
